id,category,name,address,symbol,tvl,mcap,slug,TVL (7dma),TVL (1mma),Volume (7dma),Volume (1mma),Holder Counts (7day),Holder Counts (1mma)
2269,CEX,Binance CEX,,-,63781453789.54393,,binance-cex,-0.02999397521825309,0.04659268391353555,,,,
182,Liquid Staking,Lido,0x5a98fcbea516cf06857215779fd812ca3bef1b32,LDO,11970568808.802275,1608853835.6205852,lido,0.02677804869011058,0.136365433208,,,0.0035062508981175454,0.016417780106540915
2272,CEX,OKX,,-,9901273611.599237,,okx,0.0012949304748683943,0.09329098879674436,,,,
2275,CEX,Bitfinex,,-,9108540964.3306,,bitfinex,-0.01284104672495312,0.05167582228262679,,,,
118,CDP,MakerDAO,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,7244343052.392243,604466745.4968818,makerdao,-0.004739975560801635,-0.022995898172910145,,,0.0006759754113944105,0.005326825127334466
240,Chain,Polygon Bridge & Staking,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC,6794958709.354048,8338781213.866682,polygon-bridge-&-staking,-0.026357390606040143,-0.0603050657577866,,,0.0017336831520671282,0.017999228149067906
3,Dexes,Curve DEX,0xD533a949740bb3306d119CC777fa900bA034cd52,CRV,4283970179.7775803,,curve-dex,0.001390778448074892,-0.008540423772806394,0.0268,0.0965,0.0015752670269716452,0.007575659971398019
2,Bridge,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,4260339351.5999293,4264305007.0768867,wbtc,-0.010111249183465842,0.08964535837720544,,,0.0018730608101345458,0.0117242773398019
494,Lending,JustLend,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,3716018763.799166,208970401.53653932,justlend,0.008723578615521088,0.08336321493066579,,,,
111,Lending,AAVE V2,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,3693881452.889002,924749308.9065531,aave-v2,-0.014135448334142486,-0.04249387883097944,,,0.001768676979797225,0.010211643534509828
2270,CEX,Crypto-com,,-,3482936962.3494816,,crypto-com,-0.03175142601713665,0.011909224511740035,,,,
319,Yield,Convex Finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,3316193948.4508924,370846300.84073424,convex-finance,0.27803958956815866,-0.1037648046023748,,,0.001742606734662498,0.010443054334901513
694,Bridge,JustCryptos,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,3273960595.0,,justcryptos,-0.012543648865336987,0.0733761933248025,,,,
2276,CEX,Huobi,,-,2895779717.6481466,,huobi,-0.027953583403009574,-0.005861190413367856,,,,
2198,Dexes,Uniswap V3,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,2866303593.250703,,uniswap-v3,0.004094472672888871,0.09377404701895387,0.5421,2.1626,0.003061939119529634,-0.015290731759313543
2286,CEX,Bybit,,-,2865567435.3591475,,bybit,-0.019002478268329348,0.03092287379678682,,,,
2274,CEX,Kucoin,,-,2643181528.660705,,kucoin,-0.04493091189254805,0.04838835104158301,,,,
2222,Liquid Staking,Coinbase Wrapped Staked ETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,CBETH,2181632675.3499722,0.0,coinbase-wrapped-staked-eth,0.003576681274848559,0.09360713412364663,,,0.03045766225482379,0.2291402485417195
120,Services,Instadapp,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,INST,2099909596.746467,24294351.397247925,instadapp,0.008750263612771647,0.049371942893299714,,,-0.0034061879080329264,-0.016251050714485852
2314,CEX,Gate-io,,-,1818633879.4223804,,gate-io,-0.045342949468687443,-0.005651899172562702,,,,
2273,CEX,Deribit,,-,1806813913.246417,,deribit,0.0009923652508170289,0.041817097260038016,,,,
194,Dexes,PancakeSwap AMM,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,1769740739.6008534,,pancakeswap-amm,-0.026930157289281387,-0.15199701647472397,0.7967,2.9745,,
591,Bridge,Multichain,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,MULTI,1718915640.0115564,159964497.41511565,multichain,-0.034277281525313286,0.1353017398527625,,,0.0,0.0
2352,CEX,Bitget,,-,1539038647.3585925,,bitget,0.009037560451542026,0.03251339765941541,,,,
900,Liquid Staking,Rocket Pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,RPL,1511606278.4432092,910046089.4824712,rocket-pool,0.04995801591727811,0.2663775732882776,,,0.003720148805952238,0.06412213740458016
1599,Lending,AAVE V3,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,1417101157.4251115,,aave-v3,0.061932902073084106,0.1736583433767942,,,0.001768676979797225,0.010211643534509828
114,Lending,Compound,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,1292900995.6976893,,compound,-0.010837518224524056,-0.03998863515669826,,,0.0004366501340800683,0.00288800076125226
691,CDP,JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,1187765102.701238,0.0,juststables,0.033911965156698365,0.02536885939694211,,,,
2197,Dexes,Uniswap V2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,1186345616.0349023,,uniswap-v2,0.01887914180230954,0.08331446699216749,0.5404,6.1644000000000005,0.003061939119529634,-0.015290731759313543
2611,Dexes,Balancer V2,0xba100000625a3754423978a60c9317c58a424e3d,BAL,1041423230.7268535,,balancer-v2,-0.009421784105764996,-0.03036185636149269,2.1274,0.0374,0.000831000699790063,0.0046979276431331225
2293,CEX,Bitmex,,-,822789834.9351418,,bitmex,-0.018849011846690078,0.05279048949680765,,,,
212,Lending,Venus,bsc:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,808449042.5196967,68978223.98744792,venus,-0.0805245898589505,0.02720009314620042,,,,
270,CDP,Liquity,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,736231990.8091687,110123416.51125622,liquity,0.012060610838271035,0.08206168377508738,,,0.0020198310686742565,0.011023622047244094
337,Derivatives,GMX,arbitrum:0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,GMX,686300631.5274718,545827732.4732162,gmx,0.013948325987563681,0.15092675288696,1.0171,3.0331,,
1918,Yield,Aura,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,AURA,615330911.5610276,56424727.382285714,aura,-0.005127605309293792,-0.01921955784930207,,,-0.010861515675141941,-0.047313361864003804
2295,CEX,SwissBorg,,-,571650424.1893907,,swissborg,-0.02279615207929131,0.13891323452713045,,,,
2088,Lending,Compound V3,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,551867527.2357408,,compound-v3,-0.008324714148588042,0.2574240741257692,,,0.0004366501340800683,0.00288800076125226
1571,Cross Chain,Stargate,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,435303054.30318874,116744467.73885675,stargate,-0.009089185821210988,0.27654600022738074,,,0.016549165120593692,0.13615062414465226
113,Yield Aggregator,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,427042103.579175,237664422.29279146,yearn-finance,-0.03042051561008674,0.09975544517623525,,,0.00128281223075303,-0.0609445142754534
119,Dexes,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,415577431.2533588,174348322.94648707,sushiswap,-0.029670245883059776,-0.06172340397504428,0.1577,1.9158000000000002,0.0009306047191226225,0.005056459430427834
690,Dexes,SUNSwap,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,408577417.8860444,,sunswap,0.00833726787389577,-0.0008548705584463523,-0.41229999999999994,0.4483,,
115,Synthetics,Synthetix,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,370727006.0993571,686548566.4521523,synthetix,-0.00034243320686688783,-0.018729294521082962,,,-0.01803065950645158,-0.0228143668566989
144,Derivatives,dYdX,0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX,356425779.46129775,332111004.4380623,dydx,0.01987486747551892,0.0460357580042523,,,0.004455823342606041,0.017556985385804778
2373,CEX,Binance US,,-,354130082.48851806,,binance-us,0.16225848569317236,0.10403491712059099,,,,
2301,CEX,Korbit,,-,342248069.7897713,,korbit,-0.011876451664705523,0.07557892547644918,,,,
2221,Liquid Staking,Frax Ether,0x5E8422345238F34275888049021821E8E08CAa1f,frxETH,336297196.58241564,,frax-ether,0.08317837602790568,0.38880099554811354,,,0.03282828282828283,0.14565826330532214
2168,Lending,Morpho Aave,0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,323687238.9209606,,morpho-aave,0.045423848951675616,0.4215676391776506,,,0.0029154518950437317,0.04137235116044399
326,Yield Aggregator,Beefy,bsc:0xca3f508b8e4dd382ee878a314789373d80a5190a,BIFI,314548085.04118997,33627550.39632228,beefy,-0.040967735394562665,0.013547583573203958,,,,
1796,Bridge,Poly Network,,-,311510369.95,,poly-network,-0.030386248613369804,-0.016737754338033484,,,,
2769,Dexes,PancakeSwap AMM V3,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,304609900.8179111,,pancakeswap-amm-v3,0.24837584471101803,1.2690952209169408,0.1464,2.955,,
1541,Bridge,Portal,,-,304008941.35,,portal,0.12803745399672506,0.0617830139989024,,,,
2435,CEX,Nexo,,-,283967416.044344,377646809.57830757,nexo,-0.031213224428789377,-0.03203090162200517,,,,
148,Privacy,Tornado Cash,0x77777feddddffc19ff86db637967013e6c6a116c,TORN,274157744.6218833,9168039.473288821,tornado-cash,0.003471651228007744,0.1308592106588451,,,0.0013123359580052493,0.004608294930875576
1793,Indexes,Bwatch,0x045414e728067ab3da4bceafc0d992d59183463a,BOX,273018943.99,0.0,bwatch,-0.0132715133120761,0.06900644525417787,,,0.0,0.0588235294117647
1799,Dexes,Velodrome,optimism:0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,VELO,266452198.5120246,25964164.59242544,velodrome,-0.059075953137688875,0.023026145336573656,0.3003,0.7171,,
122,Insurance,Nexus Mutual,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,NXM,266432711.74404043,346566969.3877379,nexus-mutual,0.004227042853544916,0.08079738813249948,,,0.0,-0.0007347538574577515
2706,Lending,Radiant V2,arbitrum:0x3082CC23568eA640225c2467653dB90e9250AaA0,RDNT,263632753.37609503,,radiant-v2,0.10518685302638575,0.5518507324331037,,,,
347,CDP,Abracadabra,0x090185f2135308bad17527004364ebcc2d37e5f6,SPELL,258841349.9075657,69791704.46987571,abracadabra,0.03698852173202938,0.09223212221558041,,,0.0015085861017493179,0.010034960507574776
132,Bridge,hBTC,0x0316EB71485b0Ab14103307bf65a021042c6d380,hBTC,247629873.30691716,248691739.04742098,hbtc,-0.012285545257352704,-0.031907988131088194,,,0.0007572889057175312,-0.020022246941045607
1765,Launchpad,UniCrypt,0xadb2437e6f65682b85f814fbc12fec0508a7b1d0,UNCX,240010082.09273183,9396326.650440134,unicrypt,0.05004190810486131,0.050422351976164625,,,0.005451241671714113,0.007893139040680024
2907,Dexes,Chronos,arbitrum:0x15b2fb8f08E4Ac1Ce019EADAe02eE92AeDF06851,CHR,230186550.46288145,0.0,chronos,64.13524467932388,0.0,4.098,,,
502,Yield,Coinwind,heco:0x80861a817106665bca173db6ac2ab628a738c737,COW,213502327.48528257,0.0,coinwind,-0.0008006743949823258,0.023827684216883416,,,,
295,Chain,Stacks Staking,-,STX,208361161.81713977,996695704.5086817,stacks-staking,-0.12403997464333583,-0.2981895534408163,,,,
657,Bridge,Synapse,0x0f2d719407fdbeff09d87557abb7232601fd9f29,SYN,204700400.8870002,127466105.66621292,synapse,-0.03310181167951576,0.1850141778826433,,,-0.003881156316916488,-0.010370961308336656
345,Leveraged Farming,Alpaca Leveraged Yield Farming,bsc:0x8f0528ce5ef7b51152a59745befdd91d97091d2f,ALPACA,203184197.98951882,32246130.85516365,alpaca-leveraged-yield-farming,0.2609800725270459,-0.27089899778290505,,,,
1807,Launchpad,PinkSale,bsc:0x602ba546a7b06e0fc7f58fd27eb6996ecc824689,PINKSALE,199879018.68395105,18151980.89933905,pinksale,0.013092167239467711,0.06881759469921422,,,,
641,Liquidity manager,Arrakis V1,,-,199478000.80871424,,arrakis-v1,0.04327025927889627,-0.2040661437848692,,,,
373,Dexes,BiSwap,bsc:0x965f527d9159dce6288a2219db51fc6eef120dd1,BSW,189048413.7864768,50570029.19266615,biswap,0.17575699451139792,0.005385407151843324,0.37479999999999997,0.5215,,
831,Dexes,VVS Finance,cronos:0x2D03bECE6747ADC00E1a131BBA1469C15fD11e03,VVS,177562670.92293712,116119379.32240234,vvs-finance,-0.052694483325136376,-0.009805843451920815,0.3271,1.6606,,
277,Liquid Staking,StakeWise,0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,SWISE,170461508.47191355,29238782.167995162,stakewise,0.011632780302816892,0.10008670970766143,,,-0.009705488621151271,-0.01661681621801263
704,Dexes,Chainge Finance,fusion:0xed0294dbd2a0e52a09c3f38a09f6e03de2c44fcf,CHNG,169347502.0699321,45038095.09332082,chainge-finance,-0.006906989038361844,0.02801129202200725,2.7187,1.3153,,
278,Liquid Staking,Ankr,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,ANKR,160812214.3834201,214299368.10500398,ankr,-0.05348777559829232,0.0012901012013610824,,,0.0030056120412332403,0.013164136622390892
383,Dexes,Osmosis DEX,-,OSMO,155379647.1642525,382498714.4592804,osmosis-dex,-0.04993590712124607,0.011384660637711042,0.2661,1.5233,,
129,Chain,xDAI Stake Bridge,0x0Ae055097C6d159879521C384F1D2123D1f195e6,STAKE,155113387.13859338,759472.0159072108,xdai-stake-bridge,-0.015485570528828485,0.01876036412518367,,,-0.00022678308198208414,-0.00011340440009072352
1217,Liquid Staking,Parallel Liquid Crowdloan,,-,154858352.62583384,,parallel-liquid-crowdloan,-0.04550951090625077,-0.014702720133805913,,,,
2517,NFT Lending,ParaSpace Lending,,-,150178119.78353205,,paraspace-lending,0.004491025387391989,0.3489683992845607,,,,
1773,NFT Lending,BendDAO Lending,0x0d02755a5700414B26FF040e1dE35D337DF56218,BEND,149111054.5376916,,benddao-lending,-0.03725918655944327,-0.048223696575287356,,,-0.0025780578630764826,-0.000478423117405033
231,Payments,Lightning Network,-,-,148872936.539459,,lightning-network,-0.014084830264724624,0.0685340429928567,,,,
1054,Bridge,ChainPort,0x104f3152d8ebfc3f679392977356962ff36566ac,PORTX,147626901.422,2347477.5280866814,chainport,-0.08323685739508979,0.035380400922416344,,,0.006024096385542169,0.018292682926829267
1981,Bridge,Orbit Bridge,eth:0x662b67d00A13FAf93254714DD601F5Ed49Ef2F51,ORC,142396322.62127978,0.0,orbit-bridge,-0.023637005709259196,-0.1770851651680848,,,,
1166,Dexes,DefiChain DEX,-,DFI,139899192.96038902,278927383.9886092,defichain-dex,-0.09783973457806094,-0.16373690875283253,4.5979,4.5497000000000005,,
359,Algo-Stables,Frax,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS,136198457.16144666,,frax,-0.008629047063391182,-0.09559270841999046,,,0.00216998191681736,0.017702365212281475
801,Bridge,cBridge,,CELR,133870961.12268639,106705092.1024432,cbridge,-0.04120908847158633,0.027564066010433708,,,,
467,Lending,Benqi Lending,avax:0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,QI,132302605.14438385,30364539.815965828,benqi-lending,-0.016745390002846916,-0.02327571692850572,,,,
2914,Liquid Staking,Binance staked ETH,,-,130738627.15012403,,binance-staked-eth,0.012307641944293568,0.0,,,,
1879,Liquid Staking,Acala LCDOT,acala:-,ACA,129021454.66396339,,acala-lcdot,-0.044406697403542306,-0.013457277198294149,,,,
1115,Lending,Tectonic,cronos:0xeAdf7c01DA7E93FdB5f16B0aa9ee85f978e89E95,TONIC,125157894.65072769,41684845.43253035,tectonic,-0.0019108771831237714,0.007655082768715182,,,,
116,Dexes,Balancer V1,0xba100000625a3754423978a60c9317c58a424e3d,BAL,122943940.1732037,,balancer-v1,-0.016160392603964624,-0.0035535759556359903,2.5362999999999998,0.7958,0.000831000699790063,0.0046979276431331225
2076,Lending,Fraxlend,,-,122474234.31410366,,fraxlend,0.04159683430736272,0.28170803141371925,,,,
177,Services,DefiSaver,-,-,121267452.702087,,defisaver,0.0008718641546341388,-0.1171637572610793,,,,
279,Liquid Staking,StakeHound,0x160b1e5aabfd70b2fc40af815014925d71ceed7e,-,120685818.54630047,0.0,stakehound,0.006574121227549634,0.08848504256999346,,,0.0,0.0
2542,RWA,Ondo Finance,-,-,116484007.7607635,,ondo-finance,0.08560592970714764,0.7168439269940021,,,,
2414,NFT Marketplace,Blur Bids,0x5283d291dbcf85356a21ba090e6db59121208b44,BLUR,112820560.75679472,209808039.66861185,blur-bids,0.04813355818401588,-0.11019330436317998,,,0.0029055108656501375,-0.013976108409273335
2313,CEX,Firi,,-,109778895.48762648,,firi,-0.010828584192386193,0.07127860988250112,,,,
1044,Liquid Staking,Stader,0x30d20208d987713f46dfd34ef128bb16c404d10f,SD,109361815.2396004,23872744.574002933,stader,0.03489456728825857,0.017422989397824162,,,-0.0014492753623188406,-0.008957175547564564
2305,CEX,MaskEX,,-,108650842.97772576,,maskex,-0.0094043948177287,-0.2513379160637833,,,,
508,Dexes,KlaySwap,-,KSP,105862750.2614037,0.0,klayswap,-0.032949653815944724,-0.025683987723622348,0.5613,0.6179,,
1864,Launchpad,Team Finance,0xCC4304A31d09258b0029eA7FE63d032f52e44EFe,SWAP,105652144.86387151,26553888.262505643,team-finance,-0.005796540254636273,0.018151023817081002,,,-0.0013916091124626328,-0.004419094599455321
412,Dexes,Thorchain,thorchain:0x0000000000000000000000000000000000000000,RUNE,105102689.94618289,364701813.2530487,thorchain,-0.03318679179152906,0.00837039127702055,,,,
126,Dexes,Loopring,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,LRC,104355069.13470536,367533165.2925174,loopring,-0.038292137006872395,0.02886700607272119,,,0.000521793784724487,0.004865412101000477
504,Algo-Stables,Mento,-,-,104059676.48676923,253613907.0711503,mento,-0.18077291465069945,-0.049867425678122856,,,,
2292,CEX,Cake DeFi,,-,102800547.4403697,,cake-defi,-0.017192969621395604,2.7881308926097783,,,,
355,Liquidity manager,Gamma,0x6bea7cfef803d1e3d5f7c0103f7ded065644e197,GAMMA,101161637.69229513,12456032.469990596,gamma,0.03261547812286669,0.7062231317744991,,,-0.008272750062672349,-0.029440628066732092
484,Liquid Staking,Marinade Finance,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,100809501.13062061,6044183.422028455,marinade-finance,-0.07605616543392224,-0.014951554128532663,,,,
435,Cross Chain,Hop Protocol,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc,HOP,98646748.79658008,7552123.9959916705,hop-protocol,-0.009313204504378447,0.07458879669442542,,,-0.0008592910848549946,-0.0042106765629460466
1167,Synthetics,DefiChain Loans,-,DFI,98457530.62386481,,defichain-loans,0.04806394053998675,0.10722340625238425,,,,
1700,Dexes,Wombat Exchange,bsc:0xad6742a35fb341a9cc6ad674738dd8da98b94fb1,WOM,95552778.46475518,6838991.3256664565,wombat-exchange,0.003206363517311628,0.8181922437033382,1.4791999999999998,1.4967,,
2678,Lending,Alpaca Lending,bsc:0x8f0528ce5ef7b51152a59745befdd91d97091d2f,ALPACA,95099050.60766181,,alpaca-lending,0.4300853445344277,-0.13548983065381903,,,,
2346,CEX,WOO X,,-,93766140.70812045,,woo-x,-0.0273053440154446,0.18411950792635468,,,,
1427,Liquid Staking,Benqi Staked Avax,avax:0x2b2C81e08f1Af8835a78Bb2A90AE924ACE0eA4bE,SAVAX,93649140.76652545,93466824.11167091,benqi-staked-avax,-0.0534814216413112,0.08756151266632362,,,,
2369,CEX,Phemex,,-,93292255.27194622,,phemex,-0.04278756558020569,-0.01299381122272758,,,,
431,Dexes,SUN.io,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,92732843.21379627,51187491.65066217,sun.io,0.013380101453488669,0.325060364367735,,,,
2616,Yield,Conic Finance,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,CNC,91655707.26154205,,conic-finance,-0.03271082057896002,0.28230471809471536,,,-0.0048330404217926184,-0.0035195776506819184
140,Lending,Kava Lend,-,HARD,90059233.4247927,19370219.60361079,kava-lend,-0.019764731571096594,0.041016850920264636,,,,
2307,Dexes,Camelot V2,arbitrum:0x3d9907F9a368ad0a51Be60f7Da3b97cf940982D8,GRAIL,88325485.70522445,,camelot-v2,5.0111306624689433e-05,-0.032897627891551706,-0.6966,1.2196,,
2298,CEX,Coinsquare,,-,83968589.4630864,,coinsquare,0.03013864172095637,-0.3401407456124924,,,,
306,Dexes,Quickswap Dex,polygon:0x831753dd7087cac61ab5644b308642cc1c33dc13,QUICK,82938234.1706979,32996590.524236295,quickswap-dex,-0.0544284953332399,-0.07806112867612647,,,,
1087,Lending,Algofi Lend,,-,81789733.67559974,,algofi-lend,-0.05072071884876117,-0.03778061944971434,,,,
797,Dexes,Katana DEX,,-,81083544.71586102,,katana-dex,-0.011834029771884746,0.1033918192632024,0.2157,-0.0108,,
2190,Yield,Sushi BentoBox,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,77370424.23755299,,sushi-bentobox,0.0006509307135726949,0.06576223674595982,,,0.0009306047191226225,0.005056459430427834
266,Indexes,Set Protocol,-,-,77134145.21822266,,set-protocol,-0.03019556061742734,0.009212084823028377,,,,
1108,Leveraged Farming,Gearbox,0xba3335588d9403515223f109edc4eb7269a9ab5d,GEAR,76796905.65047215,7299575.57709522,gearbox,-0.02821172348099732,-0.08922951765121312,,,-0.0005758157389635317,0.0025028879476318828
225,Indexes,Enzyme Finance,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,MLN,76733808.68243024,29356896.509799656,enzyme-finance,0.005324353951124294,0.06677089606710607,,,-0.0009602194787379973,0.003997794320374966
753,RWA,RealT Tokens,,-,76250113.281353,,realt-tokens,0.007738589871536972,0.043490658079631705,,,,
2415,Liquid Staking,OKC Liquid Staking,okexchain:0x97b05e6c5026d5480c4b6576a8699866eb58003b,stOKT,76089080.25483833,,okc-liquid-staking,-0.07547379387368158,0.349639776785192,,,,
654,Dexes,Beethoven X,fantom:0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,BEETS,74537073.03035104,4565574.642505584,beethoven-x,-0.06336860499077479,0.022428233812149312,0.1343,-0.0276,,
143,Payments,Flexa,0xff20817765cb7f73d4bde2e66e067e58d11095c2,AMP,69855395.79029295,175363984.389346,flexa,-0.049528192424997175,-0.07524816309946991,,,0.0012213424416498474,0.0063250975292587774
1985,Dexes,Canto Dex,,-,69257582.86959395,,canto-dex,-0.05044564085173675,0.1649650706764092,0.0689,0.1572,,
2807,RWA,MatrixDock,0x530824DA86689C9C17CdC2871Ff29B058345b44a,STBT,69084082.47056745,0.0,matrixdock,0.004727316118508629,0.0,,,0.0,0.125
135,CDP,Kava Mint,,-,68000426.23983027,,kava-mint,0.0021937524999611213,-0.06953015117931727,,,,
302,Dexes,SpookySwap,fantom:0x841fad6eae12c286d1fd18d1d525dffa75c7effe,BOO,65719438.81704701,11787739.510056784,spookyswap,-0.22187358589752548,-0.037758054926340434,0.9268000000000001,1.7258000000000002,,
2111,Lending,UwU Lend,0x55C08ca52497e2f1534B59E2917BF524D4765257,UWU,65308327.747373365,24071353.30089974,uwu-lend,-0.02006659868703109,-0.03274587522184491,,,-0.0011185682326621924,0.8526970954356847
1901,Launchpad,DxSale,0xF063fE1aB7a291c5d06a86e14730b00BF24cB589,DX,65194337.58967482,1008813.9173827308,dxsale,-0.031208679216917168,-0.045827456705107905,,,-0.0010857763300760044,0.005464480874316941
